"Object Category","Object Type"
"point",48.06982738061376,-12.7871720755504,0
"point",48.15528971944267,-13.21448376969496,0
"point",47.51432217822582,-13.38540844735279,0
"point",47.343397500568,-14.15456949681301,0
"point",47.0442793146668,-14.49641885212867,0
"point",46.48877411227885,-14.75280586861541,0
"point",46.31784943462103,-15.39377340983226,0
"point",45.16410786043069,-15.56469808749009,0
"point",44.52314031921384,-15.9492786122202,0
"point",43.79671043916807,-15.77835393456237,0
"point",43.75397926975362,-16.76117083109488,0
"point",43.41212991443796,-17.145751355825,0
"point",43.71124810033916,-17.65852538879847,0
"point",43.83944160858253,-18.76953579357435,0
"point",43.88217277799699,-19.92327736776469,0
"point",43.6685169309247,-20.606976078396,0
"point",43.07028055912231,-20.99155660312611,0
"point",42.81389354263557,-21.20521245019839,0
"point",42.72843120380665,-21.8889111608297,0
"point",42.98481822029339,-22.31622285497427,0
"point",43.28393640619459,-22.87172805736221,0
"point",43.49759225326687,-23.34177092092124,0
"point",43.45486108385242,-24.11093197038146,0
"point",43.71124810033916,-24.3673189868682,0
"point",44.01036628624036,-24.88009301984168,0
"point",44.43767798038493,-25.13648003632842,0
"point",45.07864552160178,-25.39286705281516,0
"point",45.80507540164755,-25.26467354457179,0
"point",46.87335463700897,-25.05101769749951,0
"point",47.21520399232462,-24.41005015628265,0
"point",47.51432217822582,-23.81181378448026,0
"point",47.77070919471256,-23.04265273502004,0
"point",47.85617153354148,-22.23076051614536,0
"point",48.41167673592941,-21.93164233024416,0
"point",48.36894556651496,-21.11975011136948,0
"point",48.79625726065952,-20.52151373956708,0
"point",48.88171959948844,-20.09420204542252,0
"point",48.83898843007398,-19.70962152069241,0
"point",49.05264427714626,-19.28230982654783,0
"point",49.22356895480409,-18.94046047123218,0
"point",49.13810661597518,-18.04310591352859,0
"point",49.22356895480409,-17.10302018641054,0
"point",49.60814947953421,-16.71843966168042,0
"point",49.69361181836312,-15.9492786122202,0
"point",50.29184819016552,-15.60742925690455,0
"point",50.42004169840889,-14.62461236037204,0
"point",50.29184819016552,-13.94091364974073,0
"point",50.2063858513366,-13.25721493910942,0
"point",49.90726766543541,-13.0862902614516,0
"point",49.82180532660649,-12.7871720755504,0
"point",49.47995597129084,-12.31712921199137,0
"point",48.71079492183061,-11.8898175178468,0
