253.3801203,31.99990193
253.3758227,31.99087208
253.3702261,31.99005768
253.3628112,31.98125453
253.3655643,31.97401197
253.3736661,31.9701888
253.3785429,31.97313943
253.3810484,31.96850133
253.379578,31.96228453
253.374148,31.95973339
253.3758357,31.95285562
253.3854471,31.95481487
253.3841581,31.95210628
253.38201,31.9475919
253.3763739,31.94721143
253.3784898,31.94123726
253.377226,31.9328503
253.3723353,31.92465481
253.3784823,31.92507079
253.3822744,31.92314277
253.3861075,31.92078066
253.3817044,31.91829841
253.3758479,31.91484352
253.3689686,31.91131845
253.3616602,31.90688976
253.3566476,31.89999532
253.3562016,31.89384838
253.3648894,31.88919667
253.3700744,31.8834331
253.3672086,31.87580867
253.3626983,31.86938121
253.3667782,31.86441719
253.3706459,31.8616235
253.3732198,31.85655403
253.3796856,31.84869231
253.3858728,31.84780933
253.3976918,31.84250017
253.396308,31.83498302
253.3953131,31.82923725
253.3961315,31.82623567
253.4029824,31.8240815
253.4092618,31.82319883
253.4139499,31.81696626
253.4223763,31.81055861
253.428164,31.80876642
253.430959,31.81157411
253.4363901,31.81368771
253.4397923,31.81042589
253.4545397,31.80706266
253.4544524,31.80225153
253.4646996,31.79727168
253.4660502,31.79387128
253.4720808,31.78991523
253.4716718,31.78334029
253.4742142,31.77783032
253.4810568,31.77043041
253.485144,31.77070761
253.4880762,31.76698159
253.4896853,31.76098655
253.4938966,31.75996433
253.4973204,31.75626625
253.5027001,31.75357116
253.5135797,31.74687812
253.5285947,31.75093862
253.5329724,31.75909024
253.547324,31.76485238
253.5612027,31.75686689
253.5678926,31.7547366
253.5758752,31.75269283
253.5914127,31.74857723
253.603014,31.74014876
253.621656,31.73034046
253.6268042,31.71189937
253.6495099,31.69723976
253.6654696,31.66224485
253.6692819,31.66033016
253.6978566,31.62196335
253.6995282,31.61154363
253.6991401,31.60780115
253.7198635,31.56214082
253.7617763,31.54541882
253.7642695,31.49927872
253.7794299,31.48682141
253.8009008,31.46282611
253.8407083,31.44896173
253.8549769,31.42746901
253.8904838,31.42226636
253.9168947,31.4015588
253.9984222,31.38740719
254.0306379,31.35816341
254.0410508,31.35882292
254.0542279,31.34773626
254.0661138,31.31123768
254.0954744,31.3145782
254.1077974,31.29300444
254.1257806,31.28668332
254.2046959,31.19924536
254.2230158,31.18845998
254.228239,31.16792774
254.2602895,31.15948103
254.2772422,31.14412931
254.3564083,31.11321707
254.3580123,31.09395455
254.3770554,31.09510284
254.4146229,31.06161654
254.4217551,31.01734891
254.4416852,30.98849962
254.4693728,30.98339763
254.4878781,30.96601232
254.4990122,30.96865294
254.5064447,30.96130897
254.4995995,30.94749779
254.5269658,30.93272475
254.5559243,30.91954214
254.5727611,30.90561293
254.603461,30.89250449
254.5948022,30.87927743
254.6086754,30.87593515
254.6023934,30.85728808
254.6068779,30.8500581
254.6333768,30.84584851
254.6544098,30.83793485
254.6765326,30.82842057
254.6895375,30.81170708
254.7011299,30.82404878
254.7078139,30.82527774
254.720115,30.8168652
254.725806,30.80638679
254.7336473,30.80519474
254.7411289,30.79648807
254.7630961,30.80029909
254.771841,30.79998358
254.785009,30.804919
254.7903601,30.7985797
254.7816462,30.78641988
254.7896906,30.78273441
254.8026577,30.79014693
254.8128245,30.78408301
254.8259848,30.76490551
254.8357905,30.77545935
254.8458981,30.77023397
254.8386079,30.75233147
254.8503236,30.7514657
254.8604837,30.7525278
254.8687951,30.74976761
254.8759887,30.74741146
254.8817064,30.75006997
254.8816376,30.74404445
254.8885819,30.74491429
254.8911303,30.73996285
254.890247,30.73063794
254.8956533,30.73048962
254.8978096,30.72365999
254.9025414,30.71837127
254.9059466,30.71624967
254.9097784,30.71554476
254.9137199,30.71345418
254.9124009,30.7096676
254.9169151,30.71007562
254.9202199,30.70743815
254.9212249,30.70450049
254.9188628,30.70253219
254.9196366,30.70008037
254.9245687,30.70136553
254.9292065,30.70146867
254.9312344,30.70275153
254.9334744,30.69888658
254.9367887,30.69857976
254.9394018,30.6949017
254.9373623,30.6912876
254.9382913,30.68684674
254.9402573,30.68646123
254.9407185,30.68798621
254.9432888,30.68730258
254.9436377,30.68532467
254.9460025,30.68479532
254.9456434,30.68194634
254.9510545,30.68209048
254.9530208,30.68170461
254.9515698,30.68045535
254.9550389,30.68065575
254.9557821,30.68352901
254.9541989,30.68643468
254.9533108,30.68788197
254.9545653,30.689122
254.9564313,30.68756414
254.9583328,30.68800682
254.9592438,30.68872573
254.9762993,30.68031227
254.9875168,30.68477686
255.001671,30.68559343
255.0002847,30.67722523
255.0091675,30.66624334
255.0159279,30.65973126
255.0176446,30.63838217
255.0201515,30.62933857
255.0218714,30.61872622
255.0324434,30.60786247
255.0449697,30.60628722
255.0560268,30.60079784
255.0685094,30.60074265
255.0800988,30.60063596
255.0807217,30.59225351
255.08472,30.58635715
255.0920978,30.58294973
255.094506,30.57466619
255.1041748,30.56449906
255.0997844,30.55199672
255.1138224,30.54284392
255.1125132,30.53664193
255.1165179,30.5307438
255.1157752,30.5177276
255.126776,30.51297004
255.1308219,30.480168
255.1481776,30.42354548
255.1429041,30.39228747
255.196533,30.35996686
255.2074522,30.31640037
255.257352,30.2682541
255.29508,30.21061684
255.3200594,30.15228429
255.3077315,30.11401555
255.2952368,30.04482869
255.2930048,30.04029432
255.3176178,29.98207302
255.3179316,29.97767697
255.324438,29.92285743
255.3719412,29.83717867
255.4384495,29.76138862
255.4628012,29.70087055
255.4889726,29.65370977
255.5363162,29.59443659
255.6050989,29.55621709
255.6478352,29.52536937
255.7251377,29.50965949
255.767454,29.48545781
255.8006685,29.44531913
255.8255192,29.41576524
255.8867402,29.37270181
256.0023496,29.31055278
256.0568564,29.28912309
256.1457918,29.27989695
256.1872355,29.2642127
256.2455922,29.22109552
256.3173677,29.1717413
256.3902548,29.15355769
256.4772357,29.13118856
256.5211908,29.0948203
256.5730173,29.05407039
256.6458132,29.02382901
256.6782788,29.03248821
256.7464719,28.9899971
256.796268,28.98262431
256.8486269,28.98015998
256.888227,29.00584315
256.8998302,29.04228443
256.9121359,29.06677825
256.9485519,29.10189293
256.9875937,29.13950215
