0.999698819,0.024541229,3446.101883
0.914209756,0.405241314,3442.138083
0.689540545,0.724247083,3432.283967
0.359895037,0.932992799,3418.070988
-0.024541229,0.999698819,3401.623279
-0.405241314,0.914209756,3385.357512
-0.724247083,0.689540545,3371.666143
-0.932992799,0.359895037,3362.602307
-0.999698819,-0.024541229,3359.585553
-0.914209756,-0.405241314,3363.162498
-0.689540545,-0.724247083,3372.872444
-0.359895037,-0.932992799,3387.268392
0.024541229,-0.999698819,3404.119028
0.405241314,-0.914209756,3420.77165
0.724247083,-0.689540545,3434.607188
0.932992799,-0.359895037,3443.488056
16.99487992,0.417200885,3628.042162
15.54156585,6.889102338,3561.95494
11.72218926,12.31220041,3631.282313
6.118215621,15.86087758,3488.087019
-0.417200885,16.99487992,3387.674093
-6.889102338,15.54156585,3174.353505
-12.31220041,11.72218926,2959.863392
-15.86087758,6.118215621,2772.414766
-16.99487992,-0.417200885,2663.504213
-15.54156585,-6.889102338,2671.699969
-11.72218926,-12.31220041,2817.162019
-6.118215621,-15.86087758,3086.776911
0.417200885,-16.99487992,3428.035711
6.889102338,-15.54156585,3589.390565
12.31220041,-11.72218926,3985.892247
15.86087758,-6.118215621,3775.179506
32.99006102,0.809860541,5420.582124
30.16892194,13.37296336,5381.490084
22.75483798,23.90015374,3158.131918
11.87653621,30.78876236,3474.834712
-0.809860541,32.99006102,3391.032221
-13.37296336,30.16892194,3155.888111
-23.90015374,22.75483798,2768.916665
-30.78876236,11.87653621,2301.09482
-32.99006102,-0.809860541,1960.399416
-30.16892194,-13.37296336,1874.17905
-22.75483798,-23.90015374,2118.485837
-11.87653621,-30.78876236,2690.159708
0.809860541,-32.99006102,3458.975851
13.37296336,-30.16892194,4233.355588
23.90015374,-22.75483798,5010.927468
30.78876236,-11.87653621,5416.158156
48.98524212,1.202520198,5655.579688
44.79627803,19.85682439,5534.890682
33.78748669,35.48810706,5356.633746
17.63485679,45.71664714,3011.861207
-1.202520198,48.98524212,3418.047252
-19.85682439,44.79627803,3415.002653
-35.48810706,33.78748669,2900.621105
-45.71664714,17.63485679,1976.843689
-48.98524212,-1.202520198,1250.271162
-44.79627803,-19.85682439,970.5997409
-33.78748669,-35.48810706,1276.843898
-17.63485679,-45.71664714,2197.416782
1.202520198,-48.98524212,3496.939449
19.85682439,-44.79627803,4506.913991
35.48810706,-33.78748669,5533.814465
45.71664714,-17.63485679,5630.747765
64.98042322,1.595179854,5959.699738
59.42363412,26.34068541,5821.486776
44.82013541,47.07606039,5493.300038
23.39317737,60.64453192,3221.25697
-1.595179854,64.98042322,3467.735626
-26.34068541,59.42363412,3998.71677
-47.07606039,44.82013541,3426.353324
-60.64453192,23.39317737,1836.218639
-64.98042322,-1.595179854,533.1194505
-59.42363412,-26.34068541,-39.03795924
-44.82013541,-47.07606039,292.2362016
-23.39317737,-60.64453192,1608.548135
1.595179854,-64.98042322,3541.926504
26.34068541,-59.42363412,10068.34082
47.07606039,-44.82013541,5729.969629
60.64453192,-23.39317737,5928.434606
80.97560431,1.98783951,6148.641222
74.05099021,32.82454643,6072.624119
55.85278412,58.66401372,5718.456109
29.15149796,75.57241671,3666.472595
-1.98783951,80.97560431,3526.51631
-32.82454643,74.05099021,4807.129756
-58.66401372,55.85278412,4398.587285
-75.57241671,29.15149796,1920.739722
-80.97560431,-1.98783951,-191.0557182
-74.05099021,-32.82454643,-1154.73405
-55.85278412,-58.66401372,-835.3372518
-29.15149796,-75.57241671,923.5537653
1.98783951,-80.97560431,3593.937017
32.82454643,-74.05099021,5557.561953
58.66401372,-55.85278412,5947.404309
75.57241671,-29.15149796,6105.139406
96.97078541,2.380499167,6255.511389
88.6783463,39.30840746,5163.181675
66.88543284,70.25196705,5955.069297
34.90981854,90.50030149,5393.048247
-2.380499167,96.97078541,3578.029236
-39.30840746,88.6783463,5672.073523
-70.25196705,66.88543284,5722.86243
-90.50030149,34.90981854,2245.546488
-96.97078541,-2.380499167,-922.2543442
-88.6783463,-39.30840746,-2376.488531
-66.88543284,-70.25196705,-2105.876462
-34.90981854,-90.50030149,142.4336737
2.380499167,-96.97078541,3649.402413
39.30840746,-88.6783463,5692.221046
70.25196705,-66.88543284,6082.546579
90.50030149,-34.90981854,6184.134429
112.9659665,2.773158823,6280.504126
103.3057024,45.79226848,5290.709017
77.91808156,81.83992037,6142.058418
40.66813913,105.4281863,5430.619965
-2.773158823,112.9659665,3615.115781
-45.79226848,103.3057024,6436.164344
-81.83992037,77.91808156,7251.41555
-105.4281863,40.66813913,2833.828421
-112.9659665,-2.773158823,-1660.476427
-103.3057024,-45.79226848,-3704.301403
-77.91808156,-81.83992037,-3519.38143
-40.66813913,-105.4281863,-734.81214
2.773158823,-112.9659665,3712.707626
45.79226848,-103.3057024,5794.096939
81.83992037,-77.91808156,6113.104166
105.4281863,-40.66813913,6239.916052
128.9611476,3.165818479,6269.671602
117.9330585,52.27612951,5410.092022
88.95073027,93.4278737,6250.270207
46.42645971,120.356071,5518.439238
-3.165818479,128.9611476,3636.347049
-52.27612951,117.9330585,7013.287353
-93.4278737,88.95073027,8781.368741
-120.356071,46.42645971,3737.717347
-128.9611476,-3.165818479,-2405.721968
-117.9330585,-52.27612951,-5138.172665
-88.95073027,-93.4278737,-5075.852154
-46.42645971,-120.356071,-1708.183676
3.165818479,-128.9611476,3790.37411
52.27612951,-117.9330585,5893.181593
93.4278737,-88.95073027,6251.790196
120.356071,-46.42645971,6318.498505
144.9563287,3.558478136,6055.480729
132.5604146,58.75999053,5884.900572
99.98337899,105.015827,6284.581918
52.1847803,135.2839558,5624.02592
-3.558478136,144.9563287,3646.377744
-58.75999053,132.5604146,7386.043825
-105.015827,99.98337899,10174.44904
-135.2839558,52.1847803,4938.518345
-144.9563287,-3.558478136,-3157.990966
-132.5604146,-58.75999053,-6678.102319
-99.98337899,-105.015827,-6775.288636
-52.1847803,-135.2839558,-2777.680934
3.558478136,-144.9563287,3888.488736
58.75999053,-132.5604146,6087.451171
105.015827,-99.98337899,6172.332885
135.2839558,-52.1847803,6045.804034
160.9515098,3.951137792,5940.841221
147.1877707,65.24385155,5915.467447
111.0160277,116.6037804,6265.489475
57.94310088,150.2118406,5749.186535
-3.951137792,160.9515098,3646.809738
-65.24385155,147.1877707,7625.159243
-116.6037804,111.0160277,11331.84376
-150.2118406,57.94310088,6404.722204
-160.9515098,-3.951137792,-3917.283421
-147.1877707,-65.24385155,-8324.090362
-111.0160277,-116.6037804,-8617.690875
-57.94310088,-150.2118406,-3943.303913
3.951137792,-160.9515098,3999.822906
65.24385155,-147.1877707,6012.675211
116.6037804,-111.0160277,6229.437637
150.2118406,-57.94310088,6223.211881
176.9466909,4.343797449,5464.469328
161.8151268,71.72771258,6141.174414
